Me: 	EMILY?!
    Me: 	Of course not. Especially now that I know it was you.
    Me: 	I'm just really happy to know, once and for all, who did this.
    Me: 	And, to know I was in especially good hands...
    Kiara:	*Sniff* Thank you, Dennis.
    Narr:	Kiara wipes the remaining tears off her cheeks...
    Narr:	...and you embrace her for a hug.
    Me: 	Let's just be more honest with each other, from now on.
    Me: 	So I don't end up tied to a tree, again.
    Kiara:	I promise I will.
    Narr:	You spend a few more moments chatting about what Kiara's been doing...
    Narr:	...before someone enters the room from the front door.
    Narr:	Kiara goes quiet, before releasing a deep sigh.
    Kiara:	*Sigh*
    Kiara:	I have to be honest with you...
    Me: 	(Finally!)
    Kiara:	I may have... been involved.
    Me: 	Involved... more directly?
    Kiara:	Oh, fine...
    Kiara:	I feel awful...
    Kiara:	It was me.
    Me: 	How could you? I was terrified...
    Kiara:	I know, I'm a terrible person.
    Me: 	...at first.
    Kiara:	Huh?
    Me: 	Look... You should have just been honest all along.
    Me: 	We should have just talked about it.
    Me: 	So I wouldn't end up tied to a tree.
    Kiara:	My bad...
    Kiara:	I just thought you'd react negatively...
    Me: 	You shouldn't have assumed...
    Kiara:	You're right, I shouldn't have.
    Kiara:	Again... I'm so sorry, Dennis.
    Me: 	It's okay...
    Me: 	I have to admit, though. I kinda liked the surprise...
    Kiara:	Oh?
    Me: 	Let's just not do that again.
    Me: 	(At least, not like that.)
    Kiara:	I promise I won't.
    Narr:	You spend a few more moments chatting about what Kiara's been doing...
    Narr:	...before someone enters the room from the front door.
Eve:	Hey guys.
Eve:	Enjoying your break?
Me: 	Yeah, I think we are.
Kiara:	I'd say so, too.
Eve:	That's great to hear.
Eve:	Sorry to break it to you though...
Me: 	Time for work?
Eve:	*Chuckle* Are you psychic?
Me: 	*Chuckle* No. I just know your catchphrases.
Eve:	I need your help in the kitchen, Dennis.
Eve:	Kiara, meet us there in 5 minutes, please.
Eve:	Come on.
Eve:	Follow me, Dennis.
Narr:	Arriving in the kitchen, Eve begins informing you what needs preparing.
Eve:	Until Kiara arrives, I want you to take the meat out of the fridge.
Eve:	Put it on the table, on trays, please.
Me: 	Sure thing.
Narr:	You go to the cabinet and pull out two metal trays.
Narr:	Then, you go to the fridge and take out the packed meat.
Me: 	Should I take the meat out of the packaging?
Eve:	It's not going to take itself out, is it? *Chuckles*
Me: 	Maybe if I ask it nicely...
Narr:	You take the meat out of its packaging and place it on the tray.
Narr:	Soon, Kiara arrives in the kitchen.
Kiara:	Hey guys.
Eve:	Perfect timing, Kiara.
Eve:	Dennis just prepared the meat.
Eve:	Let's take this out to the barbecue spot.
Eve:	Dennis, grab the bag of charcoal and the grill utensils.
Me: 	Sure thing.
Narr:	You, Kiara and Eve arrive at the barbecue spot, near the gazebo.
Narr:	Kiara and Eve place the trays down on the gazebo's table.
Eve:	Have you ever worked a grill before, Dennis?
Eve:	I was thinking you could be our chef today.
Eve:	If you want, of course.
Me: 	Sure, I'd love to!
Narr:	You place the charcoal beside the grill, and the utensils on the side.
Eve:	I'll go get the girls. Be right back!
Narr:	As the sun begins to set, you start up the barbecue.
Me: 	Ah, I love the smell of hot coals.
Me: 	These babies are really going!
Narr:	You begin seasoning the meat, and throwing them on the grill.
Narr:	The sound of the meat sizzling above the hot coals is music to your ears.
Eve:	Mmmm... That smells delicious.
Narr:	Surprised, you look in the direction Eve's voice was coming from.
Narr:	You notice Eve, followed by the girls.
Me: 	Hey, everyone.
Stacy:	Hi, Dennis.
Stacy:	Oh, a fire was started without me?
Eve:	Stacy, you know you shouldn't be handling fires here...
Stacy:	Such a shame...
Belle:	Hey, handsome.
Narr:	The girls get comfortable while the meats cook to perfection.
Narr:	Soon, everyone is having a nice time enjoying each others' company.
Narr:	Not long after, the food is ready.
Me: 	Food's done!
Me: 	I'll just put the cooked BBQ on the trays.
Me: 	You can all grab plates, and help yourselves.
Narr:	[m!tc] proudly presents the trays of BBQ, and places them on the table.
Me: 	Enjoy!
Narr:	Allowing the girls to serve themselves first, you wait patiently.
Eve:	Very mature, Dennis.
Eve:	I was worried you'd rush to grab some food the moment the dinner bell rang.
Me: 	I was raised right, I guess.
Eve:	It seems you were.
Narr:	Once you see the girls have taken their food, you take yours, too.
Me: 	Mmm. This turned out pretty good.
Belle:	Yeah, this BBQ is delish!
Violet:	This is amazing, Dennis!
Narr:	You all happily continue eating, and chatting.
Narr:	Everyone is having a good time.
Narr:	However, everyone being so preoccupied by each others' company...
Narr:	...gives Belle the perfect opportunity to sneak away.
Narr:	She makes it to the main path, and begins walking toward the house.
Belle:	(Just like last time...)
Belle:	(If someone catches me I'll just say I needed to go to the bathroom.)
Narr:	Belle enters the house stealthily, and closes the front door behind her.
Belle:	(I'm in.)
Belle:	(The target is upstairs.)
Narr:	Belle steps softly up the stairs.
    Narr:	Soon, she's on the second story landing, eyeing the doors.
    Narr:	Belle tries each door, getting more excited after each attempt.
    Belle:	Not that one.
    Belle:	Not this one.
    Belle:	Oh?
    Narr:	Belle is happily surprised when the door to Eve's room opens.
    Belle:	(YES!)
    Belle:	(This is so exciting!)
    Narr:	Carefully, Belle enters the bedroom.
    Belle:	(Hmm... This room looks pretty basic.)
    Belle:	(Must be Eve's room.)
    Narr:	Belle immediately begins rummaging around through the room carefully.
    Narr:	She first goes for the drawers of the nightstand.
    Belle:	(Hmm... Nothing here).
    Belle:	(Maybe the wardrobe?)
    Belle:	(I wonder what goodies are in here.)
    Belle:	(Eww, these clothes are so boring...)
    Belle:	(Just grays, black, dark blue...)
    Belle:	(Ooh, a nice red dress. Yawn.)
    Narr:	Nearly giving up, Belle decides to look in a drawer inside the wardrobe.
    Belle:	(Probably going to be something bori--)
    Narr:	Belle is once again giddy because of what she finds.
    Belle:	*Quiet gasp*
    Belle:	(Wooow! Eve's got some sexy lingerie!)
    Belle:	(That's what I'm talking about!)
    Belle:	(If she has stuff like this...)
    Belle:	(...what other goodies does she have?)
    Belle:	(If I were Eve, where would I hide my favorite toys?)
    Belle:	(Oh! I got it!)
    Narr:	Belle quickly goes over to the bed.
    Narr:	She gets on her knees, puts her arm under the bed...
    Narr:	...and feels a box.
    Belle:	(This is it!)
    Narr:	Belle slides the box out from under the bed...
    Narr:	She opens it, revealing its contents.
    Belle:	(I knew it! Eve has a kinky side!)
    Belle:	(I'm sure she won't mind if I borrow this...)
    Narr:	Having found the holy grail, Belle closes the box and leaves the room.
    Belle:	(Hmm... I can't just bring this back with me...)
    Narr:	Belle goes downstairs quickly and quietly.
    Narr:	Soon, she's out the door on the front porch.
    Belle:	(Maybe I can hide it in one of these bushes...)
    Belle:	(It'll have to do.)
    Narr:	Soon, she's on the second story landing, eyeing your bedroom door.
    Belle:	(Oooh! I'm so excited!)
    Belle:	(Time for round two!)
    Narr:	Belle excitedly opens your door, ready for another round of looting.
    Belle:	(I wonder what I'll find this time?)
    Narr:	Now inside your room, Belle immediately gets to work.
    Belle:	(Nothing here...)
    Belle:	(Nothing over here...)
    Narr:	However, as Belle begins looting through your desk drawers...
    Belle:	(Hmm...)
    Belle:	(Oh, what's--)
    Narr:	Belle pulls something square out of the drawer.
    Belle:	(OH MY GOD!)
    Belle:	(XL CONDOMS?!)
    Belle:	(Heh, who does he think he is?)
    Belle:	*Chuckle* (Ricardo?)
    Narr:	Belle pockets her prize gleefully.
    Narr:	She gives the room a final, quick, scan...
    Narr:	...before leaving your room with her newfound treasure.
    Belle:	(The girls are gonna go wild when I show them this.)
    Narr:	Belle goes downstairs quickly and quietly.
    Narr:	Soon, she's out the door on the front porch.
    Belle:	(I need to get back to the barbecue quickly...)
    Belle:	(...before people start missing me.)
Narr:	Back at the barbecue, the sun has mostly set.
Narr:	The barbecue is wrapping up, just as Belle arrives back at the gazebo.
Me: 	Oh, hey, Belle. Where did you go?
Me: 	(Why does my gut tell me you went snooping around again?)
Belle:	I had to use the ladies' room.
Me: 	Suuuure.
Belle:	What, you want pics to prove it?
Me: 	What?!
Belle:	Jooooking.
Me: 	Good... good.
Belle:	Did you actually believe me?
Me: 	Psht. No way. I was just messing with you.
Belle:	(Sure, suuuure. I totally believe you, Dennis.)
Eve:	I think we'll wrap things up for tonight.
Eve:	Ladies, you can spend the time before bed however you'd like.
Eve:	I'd suggest a nighttime walk.
Eve:	Or, you can stargaze by the lake.
Eve:	There is a lot of beauty beneath the stars at this camp.
Eve:	You just need to search for it, sometimes.
Eve:	Have a good evening, ladies.
Narr:	Hearing the good news, the girls happily head back to their campground.
Eve:	Dennis, I need you to help with clean-up.
Me: 	Sure. What do you need me to do?
Eve:	Grab the tray and utensils we brought out earlier.
Eve:	Kiara will take the trash, and Emily will take the bag of charcoal.
Eve:	I'll deal with the barbecue and meet you back at the house.
Eve:	See you soon.
Narr:	You grab the things Eve asked you to bring back to the house.
Me: 	See ya.
Narr:	Back in the kitchen, you spot some free space on the counter.
Me: 	(I'll just put these down here...)
Narr:	You drop the platter on the counter.
Narr:	Emily, right behind you, places the bag of charcoal down.
Narr:	Kiara comes into the kitchen soon after.
Kiara:	Why did I get stuck with trash duty?
Kiara:	Those huge metal trash containers out on the road reek.
Kiara:	And, they're so far away from the house...
Emily:	We're lucky they are!
Me: 	Yeah, they'd make this place smell like a dump, otherwise.
Kiara:	Yeah, you're right. Better that they're all the way out there.
Emily:	You put the trays--
Me: 	Over on the counter.
Emily:	Oh, they look filthy.
Me: 	Yeah...
Me: 	I really hope I don't have to do the dishes right now.
Me: 	It's too late at night for that.
Narr:	As if answering your prayers, Eve arrives in the kitchen.
Eve:	Don't worry about the dishes.
Eve:	We'll do them tomorrow morning.
Me: 	(There is justice in the world!)
Eve:	I'm going to bed, it's been a long day.
Eve:	You guys can hang out on the couch and watch some TV if you want.
